product_key,product_name,abc_class,sales_qty_60d,revenue_60d,gross_profit_year_qty,avg_weekly_sales_gpy,avg_daily_sales_1c,free_stock_qty,required_purchase_qty_1c,planned_sales_qty,gross_qty_period,radiator_abc_class,radiator_qty_jan_2026,radiator_revenue_jan_2026,radiator_gross_profit_jan_2026,radiator_qty_feb_2026,radiator_revenue_feb_2026,radiator_gross_profit_feb_2026,radiator_qty_mar_2026,radiator_revenue_mar_2026,radiator_gross_profit_mar_2026,radiator_qty_apr_2026,radiator_revenue_apr_2026,radiator_gross_profit_apr_2026,avg_daily_sales_model,product_group,priority_flag,special_order_flag,procurement_scope_flag,avg_weekly_sales_fallback,procurement_daily_sales,days_of_cover,velocity_segment,critical_flag,preferred_daily_sales,target_cover_days,base_need,recommended_order_qty,avg_weekly_sales,target_stock_qty,radiator_monthly_demand,radiator_to_order_qty,radiator_target_stock_qty,radiator_coverage,hard_cap,recommended_order_qty_display,visible_in_dashboard,metrics_calculated_at,analysis_period_days
unipump upc 25-60 130,Unipump насос циркуляц. (отопл.) UPС 25-60 130,B,0.0,0.0,244.0,4.6923076923076925,0.849,3.0,28.333,37.333,,,,,,,,,,,,,,,0.0,насосы,True,False,True,0.0,0,365.0,SLOW,False,0.849,14,8.886,5,4.6923076923076925,8,,,,,10000,5,True,2026-04-10 13:15:49.644055,60
unipump upc 25-60 180,Unipump насос циркуляц. (отопл.) UPС 25-60 180,B,0.0,0.0,428.0,8.23076923076923,3.049,6.0,121.146,134.146,,,,,,,,,,,,,,,0.0,насосы,True,False,True,0.0,1,365.0,SLOW,False,3.049,14,36.686,7,8.23076923076923,13,,,,,10000,7,True,2026-04-10 13:15:49.644055,60
unipump upc 25-80 180,Unipump насос циркуляц. (отопл.) UPС 25-80 180,C,0.0,0.0,24.0,0.46153846153846156,0.19,1.0,7.356,8.356,,,,,,,,,,,,,,,0.0,насосы,True,False,True,0.0,0,365.0,SLOW,True,0.19,7,0.33000000000000007,0,0.46153846153846156,1,,,,,10000,0,True,2026-04-10 13:15:49.644055,60
unipump upc 32-60 180,Unipump насос циркуляц. (отопл.) UPС 32-60 180,C,0.0,0.0,6.0,0.11538461538461539,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,насосы,True,False,True,0.0,0,365.0,SLOW,True,0.0,7,0.0,1,0.11538461538461539,0,,,,,10000,1,True,2026-04-10 13:15:49.644055,60
unipump upc 32-80 180,Unipump насос циркуляц. (отопл.) UPС 32-80 180,C,0.0,0.0,5.0,0.09615384615384616,1.0,0.0,44.0,44.0,,,,,,,,,,,,,,,0.0,насосы,True,False,True,0.0,0,365.0,SLOW,True,1.0,7,7.0,1,0.09615384615384616,0,,,,,10000,1,True,2026-04-10 13:15:49.644055,60
unipump блок управления насосом тискотрон 3 квт,Unipump Блок Управления Насосом Тискотрон 3 Квт,C,2.0,0.0,0.0,0.0,0.286,2.0,12.571,12.571,2.0,,,,,,,,,,,,,,0.03333333333333333,насосы,False,False,False,0.23333333333333334,0,60.0,SLOW,False,0.286,7,0.0019999999999997797,0,0.23333333333333334,1,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
unipump блок управления насосом турби,Unipump Блок Управления Насосом Турби,C,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,,,,,,,0.3333333333333333,насосы,False,False,False,2.333333333333333,0,0.0,MEDIUM,False,0.3333333333333333,7,2.333333333333333,4,2.333333333333333,4,,,,,10000,4,False,2026-04-10 13:15:49.644055,60
unipump блок управления насосом турби-м1,Unipump Блок Управления Насосом Турби-М1,C,3.0,0.0,0.0,0.0,1.0,0.0,44.0,44.0,3.0,,,,,,,,,,,,,,0.05,насосы,False,False,False,0.35000000000000003,0,0.0,SLOW,False,1.0,7,7.0,0,0.35000000000000003,1,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
unipump блок управления насосом турбипресс м,Unipump Блок Управления Насосом Турбипресс М,C,0.0,0.0,0.0,0.0,1.5,0.0,66.0,66.0,,,,,,,,,,,,,,,0.0,насосы,False,False,False,0.0,1,365.0,SLOW,False,1.5,7,10.5,16,10.5,16,,,,,10000,16,False,2026-04-10 13:15:49.644055,60
unipump блок управления насосом турбипресс м с вилкой и розеткой,Unipump Блок Управления Насосом Турбипресс М С Вилкой И Розеткой,C,0.0,0.0,0.0,0.0,0.333,0.0,13.667,14.667,,,,,,,,,,,,,,,0.0,насосы,False,False,False,0.0,0,365.0,SLOW,False,0.333,7,2.331,4,2.331,4,,,,,10000,4,False,2026-04-10 13:15:49.644055,60
unipump насос циркуляц. (гвс.) uph 15-1.5,Unipump Насос Циркуляц. (Гвс.) Uph 15-1.5,C,2.0,0.0,0.0,0.0,0.25,0.0,10.0,11.0,2.0,,,,,,,,,,,,,,0.03333333333333333,насосы,False,False,False,0.23333333333333334,0,0.0,SLOW,False,0.25,7,1.75,0,0.23333333333333334,1,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
unipump насос циркуляц. (гвс.) uph 15-1.5 b ii bl,Unipump Насос Циркуляц. (Гвс.) Uph 15-1.5 B Ii Bl,B,14.0,0.0,0.0,0.0,5.706,0.0,251.068,251.068,14.0,,,,,,,,,,,,,,0.23333333333333334,насосы,False,False,False,1.6333333333333333,0,0.0,MEDIUM,False,5.706,14,79.884,3,1.6333333333333333,3,,,,,10000,3,False,2026-04-10 13:15:49.644055,60
unipump насос циркуляц. (отопл.) cp 25-40 130,Unipump Насос Циркуляц. (Отопл.) Cp 25-40 130,C,9.0,0.0,0.0,0.0,1.023,3.0,44.0,45.0,9.0,,,,,,,,,,,,,,0.15,насосы,False,False,False,1.05,0,20.0,MEDIUM,False,1.023,7,4.161,0,1.05,2,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
unipump насос циркуляц. (отопл.) cp 25-80 180,Unipump Насос Циркуляц. (Отопл.) Cp 25-80 180,C,11.0,0.0,0.0,0.0,3.25,0.0,140.0,143.0,11.0,,,,,,,,,,,,,,0.18333333333333332,насосы,False,False,False,1.2833333333333332,0,0.0,MEDIUM,False,3.25,7,22.75,2,1.2833333333333332,2,,,,,10000,2,False,2026-04-10 13:15:49.644055,60
unipump насос циркуляц. (отопл.) upf 32-120 220,Unipump Насос Циркуляц. (Отопл.) Upf 32-120 220,C,1.0,0.0,0.0,0.0,1.0,0.0,44.0,44.0,1.0,,,,,,,,,,,,,,0.016666666666666666,насосы,False,False,False,0.11666666666666667,0,0.0,SLOW,False,1.0,7,7.0,0,0.11666666666666667,0,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
unipump насос циркуляц. (отопл.) upс 32-40 180,Unipump Насос Циркуляц. (Отопл.) Upс 32-40 180,C,7.0,0.0,0.0,0.0,2.0,0.0,88.0,88.0,7.0,,,,,,,,,,,,,,0.11666666666666667,насосы,False,False,False,0.8166666666666667,0,0.0,MEDIUM,False,2.0,7,14.0,0,0.8166666666666667,2,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
vaillant atmo tec pro vuw 280/5-3-h,Vaillant Atmo Tec Pro Vuw 280/5-3-H,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,прочее,False,False,False,0.0,0,365.0,SLOW,False,0.0,7,0.0,0,0.0,0,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
vaillant atmotec plus vu 240/5-5,Vaillant Atmotec Plus Vu 240/5-5,C,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,,,,,,,,,,,,,,0.03333333333333333,прочее,False,False,False,0.23333333333333334,0,0.0,SLOW,False,0.03333333333333333,7,0.23333333333333334,0,0.23333333333333334,1,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
vaillant turbo tec pro vuw 242 5-3,Vaillant Turbo Tec Pro Vuw 242 5-3,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,прочее,False,False,False,0.0,0,365.0,SLOW,False,0.0,7,0.0,0,0.0,0,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
vaillant turbo tec pro vuw int 242/5-3-h,Vaillant Turbo Tec Pro Vuw Int 242/5-3-H,C,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,0.05,прочее,False,False,False,0.35000000000000003,0,0.0,SLOW,False,0.05,7,0.35000000000000003,0,0.35000000000000003,1,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
vaillant vgr vih r cn 200 top,Vaillant Vgr Vih R Cn 200 Top,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,прочее,False,False,False,0.0,0,365.0,SLOW,False,0.0,7,0.0,0,0.0,0,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
vaillant vih r cn 120,Vaillant Vih R Cn 120,C,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,0.0,прочее,False,False,False,0.0,0,365.0,SLOW,False,0.0,7,0.0,0,0.0,0,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
"vaillant vu 242/5-5 н turbo tec plus, 24квт, одн. без трубы r","Vaillant Vu 242/5-5 Н Turbo Tec Plus, 24Квт, Одн. Без Трубы R",B,3.0,0.0,0.0,0.0,1.0,0.0,44.0,44.0,3.0,,,,,,,,,,,,,,0.05,прочее,False,False,False,0.35000000000000003,0,0.0,SLOW,False,1.0,14,14.0,0,0.35000000000000003,1,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
vaillant vu 322/5-5 h turbo tec plus,Vaillant Vu 322/5-5 H Turbo Tec Plus,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,прочее,False,False,False,0.0,0,365.0,SLOW,False,0.0,7,0.0,0,0.0,0,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
vaillant vuw 202/5-5 turbo tec plus,Vaillant Vuw 202/5-5 Turbo Tec Plus,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,прочее,False,False,False,0.0,0,365.0,SLOW,False,0.0,7,0.0,0,0.0,0,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
vaillant vuw 242/5-2 (h-ru) turbo fit,Vaillant Vuw 242/5-2 (H-Ru) Turbo Fit,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,прочее,False,False,False,0.0,0,365.0,SLOW,False,0.0,7,0.0,0,0.0,0,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
vaillant vuw 242/5-2 turbo fit (h-ru),Vaillant Vuw 242/5-2 Turbo Fit (H-Ru),C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,прочее,False,False,False,0.0,0,365.0,SLOW,False,0.0,7,0.0,0,0.0,0,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
"vaillant vuw 242/5-5 (h-ru/ve) turbotec plus, 24 квт, двухконт., закр. камера","Vaillant Vuw 242/5-5 (H-Ru/Ve) Turbotec Plus, 24 Квт, Двухконт., Закр. Камера",C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,прочее,False,False,False,0.0,0,365.0,SLOW,False,0.0,7,0.0,0,0.0,0,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
"vaillant vuw 280/5-5 h atmotec plus, 28 квт, двухконтурный, дым r","Vaillant Vuw 280/5-5 H Atmotec Plus, 28 Квт, Двухконтурный, Дым R",B,1.0,0.0,0.0,0.0,1.0,0.0,44.0,44.0,1.0,,,,,,,,,,,,,,0.016666666666666666,прочее,False,False,False,0.11666666666666667,0,0.0,SLOW,False,1.0,14,14.0,0,0.11666666666666667,0,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
vaillant vuw 282/5-5 turbo tec plus,Vaillant Vuw 282/5-5 Turbo Tec Plus,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,прочее,False,False,False,0.0,0,365.0,SLOW,False,0.0,7,0.0,0,0.0,0,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
"vaillant vuw 322/5-5 h turbo tec plus, 32 квт, без трубы","Vaillant Vuw 322/5-5 H Turbo Tec Plus, 32 Квт, Без Трубы",C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,прочее,False,False,False,0.0,0,365.0,SLOW,False,0.0,7,0.0,0,0.0,0,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
"vaillant vuw 362/5-5 (h-ru/ve) turbotec plus, 36 квт, двухконт., закр. камера","Vaillant Vuw 362/5-5 (H-Ru/Ve) Turbotec Plus, 36 Квт, Двухконт., Закр. Камера",C,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,0.03333333333333333,прочее,False,False,False,0.23333333333333334,0,0.0,SLOW,False,0.03333333333333333,7,0.23333333333333334,0,0.23333333333333334,1,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
vaillant насосная группа с бесступенчатым насосом и смесителем r1,Vaillant Насосная Группа С Бесступенчатым Насосом И Смесителем R1,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,насосы,False,False,False,0.0,0,365.0,SLOW,False,0.0,7,0.0,0,0.0,0,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
vaillant погодозависимый регулятор sensocomfort vrc 720,Vaillant Погодозависимый Регулятор Sensocomfort Vrc 720,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,прочее,False,False,False,0.0,0,365.0,SLOW,False,0.0,7,0.0,0,0.0,0,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
vaillant смесительный модуль vr 71,Vaillant Смесительный Модуль Vr 71,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,прочее,False,False,False,0.0,0,365.0,SLOW,False,0.0,7,0.0,0,0.0,0,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
vaillant электрокотел eloblock ve 9/14,Vaillant Электрокотел Eloblock Ve 9/14,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,котлы,False,False,False,0.0,0,365.0,SLOW,False,0.0,7,0.0,0,0.0,0,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
valtec труба pe-xa evoh 16 х 2.2 (бухта 100 м.п.),Valtec Труба Pe-Xa Evoh 16 Х 2.2 (Бухта 100 М.П.),C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,прочее,False,False,False,0.0,0,365.0,SLOW,False,0.0,7,0.0,0,0.0,0,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
"vargaz 11 аогв-11,6 tgv аппар отоп газ с вод","Vargaz 11 Аогв-11,6 Tgv Аппар Отоп Газ С Вод",C,0.0,0.0,0.0,0.0,1.0,0.0,44.0,44.0,,,,,,,,,,,,,,,0.0,прочее,False,False,False,0.0,1,365.0,SLOW,False,1.0,7,7.0,11,7.0,11,,,,,10000,11,False,2026-04-10 13:15:49.644055,60
"vargaz аогв-11,6 котел круглый 100кв.м автом. tgv","Vargaz Аогв-11,6 Котел Круглый 100Кв.М Автом. Tgv",B,0.0,0.0,0.0,0.0,1.068,0.0,44.0,47.0,,,,,,,,,,,,,,,0.0,котлы,False,False,False,0.0,1,365.0,SLOW,False,1.068,14,14.952000000000002,12,7.476000000000001,12,,,,,10000,12,False,2026-04-10 13:15:49.644055,60
"vargaz аогв-17,4 котел круглый 170кв.м","Vargaz Аогв-17,4 Котел Круглый 170Кв.М",C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,котлы,False,False,False,0.0,0,365.0,SLOW,False,0.0,7,0.0,0,0.0,0,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
"vargaz аогв-17,4 котел круглый 170кв.м автом. tgv","Vargaz Аогв-17,4 Котел Круглый 170Кв.М Автом. Tgv",C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,котлы,False,False,False,0.0,0,365.0,SLOW,False,0.0,7,0.0,0,0.0,0,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
"vargaz аогвк-11,6 котел круглый 100кв.м автом. tgv","Vargaz Аогвк-11,6 Котел Круглый 100Кв.М Автом. Tgv",C,0.0,0.0,0.0,0.0,0.667,0.0,29.333,29.333,,,,,,,,,,,,,,,0.0,котлы,False,False,False,0.0,0,365.0,SLOW,False,0.667,7,4.6690000000000005,8,4.6690000000000005,8,,,,,10000,8,False,2026-04-10 13:15:49.644055,60
"vatti lr 20 - jes n (20 квт,10 литров)","Vatti Lr 20 - Jes N (20 Квт,10 Литров)",C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,прочее,False,False,False,0.0,0,365.0,SLOW,False,0.0,7,0.0,0,0.0,0,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
"ver33 угл. кран 1/2""х1/2"" мат.латунь""vieir"" (80шт)","Ver33 Угл. Кран 1/2""Х1/2"" Мат.Латунь""Vieir"" (80Шт)",C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,прочее,False,False,False,0.0,0,365.0,SLOW,False,0.0,7,0.0,0,0.0,0,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
"ver34 угл. кран 1/2""х3/4"" мат.латунь""vieir"" (60/15шт)","Ver34 Угл. Кран 1/2""Х3/4"" Мат.Латунь""Vieir"" (60/15Шт)",C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,прочее,False,False,False,0.0,0,365.0,SLOW,False,0.0,7,0.0,0,0.0,0,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
ver36-39 хомуты силовой 36-39 (200/10шт),Ver36-39 Хомуты Силовой 36-39 (200/10Шт),C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,прочее,False,False,False,0.0,0,365.0,SLOW,False,0.0,7,0.0,0,0.0,0,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
ver40-43 хомуты силовой 40-43 (200шт),Ver40-43 Хомуты Силовой 40-43 (200Шт),C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,прочее,False,False,False,0.0,0,365.0,SLOW,False,0.0,7,0.0,0,0.0,0,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
ver805 ножницы красные- усилен. (50/10шт),Ver805 Ножницы Красные- Усилен. (50/10Шт),C,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,,,,,,,,,,,,,,0.65,прочее,False,False,False,4.55,0,0.0,FAST,False,0.65,7,4.55,7,4.55,7,,,,,10000,7,False,2026-04-10 13:15:49.644055,60
ver807 ножницы маленькие - усилен.(60/1шт),Ver807 Ножницы Маленькие - Усилен.(60/1Шт),C,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,,,,,,,,,,,,,,0.8333333333333334,прочее,False,False,False,5.833333333333334,0,0.0,FAST,False,0.8333333333333334,7,5.833333333333334,9,5.833333333333334,9,,,,,10000,9,False,2026-04-10 13:15:49.644055,60
vitabel c 24 котел настенный газовый,Vitabel C 24 Котел Настенный Газовый,B,11.0,0.0,0.0,0.0,0.444,0.0,19.556,19.556,11.0,,,,,,,,,,,,,,0.18333333333333332,котлы,False,False,False,1.2833333333333332,0,0.0,MEDIUM,False,0.444,14,6.216,2,1.2833333333333332,2,,,,,10000,2,False,2026-04-10 13:15:49.644055,60
vitabel f 10 котел настенный газовый,Vitabel F 10 Котел Настенный Газовый,C,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,0.08333333333333333,котлы,False,False,False,0.5833333333333333,0,0.0,SLOW,False,0.08333333333333333,7,0.5833333333333333,0,0.5833333333333333,1,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
vitabel f 13 котел настенный газовый,Vitabel F 13 Котел Настенный Газовый,C,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,0.1,котлы,False,False,False,0.7000000000000001,0,0.0,MEDIUM,False,0.1,7,0.7000000000000001,0,0.7000000000000001,2,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
vitabel f 24 котел настенный газовый,Vitabel F 24 Котел Настенный Газовый,C,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,,,,,,,,,,,,,,0.23333333333333334,котлы,False,False,False,1.6333333333333333,0,0.0,MEDIUM,False,0.23333333333333334,7,1.6333333333333333,3,1.6333333333333333,3,,,,,10000,3,False,2026-04-10 13:15:49.644055,60
vitabel hf 40 котел настенный газовый,Vitabel Hf 40 Котел Настенный Газовый,B,4.0,0.0,0.0,0.0,0.643,0.0,28.286,28.286,4.0,,,,,,,,,,,,,,0.06666666666666667,котлы,False,False,False,0.4666666666666667,0,0.0,SLOW,False,0.643,14,9.002,0,0.4666666666666667,1,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
vitopend 100-w 24квт двух-ый,Vitopend 100-W 24Квт Двух-Ый,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,прочее,False,False,False,0.0,0,365.0,SLOW,False,0.0,7,0.0,0,0.0,0,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
vitopend 100-w 29.9 квт двухкон.,Vitopend 100-W 29.9 Квт Двухкон.,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,прочее,False,False,False,0.0,0,365.0,SLOW,False,0.0,7,0.0,0,0.0,0,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
vitopend 100-w а1нв 30kw,Vitopend 100-W А1Нв 30Kw,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,прочее,False,False,False,0.0,0,365.0,SLOW,False,0.0,7,0.0,0,0.0,0,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
vivat комплект коаксиальный d 60/100,Vivat Комплект Коаксиальный D 60/100,C,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,,,,,,,,,,,,,,0.06666666666666667,коаксиалы,True,True,False,0.4666666666666667,0,30.0,SLOW,False,0.06666666666666667,7,0.0,0,0.4666666666666667,1,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
"vivat комплект коаксиальный d 60/100 - 0,75 м (baxi it,viessmann, kiturami и др.) -хомут в комплек","Vivat Комплект Коаксиальный D 60/100 - 0,75 М (Baxi It,Viessmann, Kiturami И Др.) -Хомут В Комплек",C,11.0,0.0,0.0,0.0,0.045,1.0,0.0,2.0,11.0,,,,,,,,,,,,,,0.18333333333333332,котлы,True,True,False,1.2833333333333332,0,5.454545454545455,MEDIUM,False,0.045,7,0.0,1,1.2833333333333332,2,,,,,10000,1,False,2026-04-10 13:15:49.644055,60
"vivat комплект коаксиальный d 60/100 - 0,75 м (все котлы, кроме immergas и navien 75/100)","Vivat Комплект Коаксиальный D 60/100 - 0,75 М (Все Котлы, Кроме Immergas И Navien 75/100)",C,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,0.016666666666666666,котлы,True,True,False,0.11666666666666667,0,60.0,SLOW,False,0.016666666666666666,7,0.0,0,0.11666666666666667,0,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
"vivat комплект коаксиальный d 60/100 - 1,22 м (все котлы,кроме immergas и navien 75/100). антилед","Vivat Комплект Коаксиальный D 60/100 - 1,22 М (Все Котлы,Кроме Immergas И Navien 75/100). Антилед",C,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,,,,,,,,,,0.03333333333333333,котлы,True,True,False,0.23333333333333334,0,60.0,SLOW,False,0.03333333333333333,7,0.0,0,0.23333333333333334,1,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
vivat отвод коаксиальный 45° d 60/100 мм,Vivat Отвод Коаксиальный 45° D 60/100 Мм,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,коаксиалы,False,True,False,0.0,0,365.0,SLOW,False,0.0,7,0.0,0,0.0,0,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
"vivat удлинительная труба конденсационная d 80 мм, 1,0 м","Vivat Удлинительная Труба Конденсационная D 80 Мм, 1,0 М",C,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,0.03333333333333333,прочее,False,True,False,0.23333333333333334,0,0.0,SLOW,False,0.03333333333333333,7,0.23333333333333334,0,0.23333333333333334,1,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
vuw 242/5-3 (h-ru) turbotec pro,Vuw 242/5-3 (H-Ru) Turbotec Pro,C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,0.016666666666666666,прочее,False,False,False,0.11666666666666667,0,0.0,SLOW,False,0.016666666666666666,7,0.11666666666666667,0,0.11666666666666667,0,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
wilo pb-088 ea (насос повысительный бытовой),Wilo Pb-088 Ea (Насос Повысительный Бытовой),C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,насосы,False,False,False,0.0,0,365.0,SLOW,False,0.0,7,0.0,0,0.0,0,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
wilo pb-201 ea,Wilo Pb-201 Ea,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,прочее,False,False,False,0.0,0,365.0,SLOW,False,0.0,7,0.0,0,0.0,0,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
wstb 120 o,Wstb 120 O,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,прочее,False,False,False,0.0,0,365.0,SLOW,False,0.0,7,0.0,0,0.0,0,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
wstb 160,Wstb 160,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,прочее,False,False,False,0.0,0,365.0,SLOW,False,0.0,7,0.0,0,0.0,0,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
wstb 200,Wstb 200,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,прочее,False,False,False,0.0,0,365.0,SLOW,False,0.0,7,0.0,0,0.0,0,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
zanussi gwh 10 rivo,Zanussi Gwh 10 Rivo,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,газовые колонки,False,False,False,0.0,0,365.0,SLOW,False,0.0,7,0.0,0,0.0,0,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
zerix dax 001-a black д/умывальника нерж./сталь (10 шт/ящ),Zerix Dax 001-A Black Д/Умывальника Нерж./Сталь (10 Шт/Ящ),C,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,,,,,,,,,,,,,,,0.0,прочее,False,False,False,0.0,0,365.0,SLOW,False,0.0,7,0.0,0,0.0,0,,,,,10000,0,False,2026-04-10 13:15:49.644055,60
